id,tweet,class
2173,"'Eff it, let's go after the cripple&#8217;: You have to see Wendy Davis' new attack ad [video] http://t.co/WapBCHhuru",other
2175,"'Forget to salute,' trash the other guy for the 'bad war' (during Cairo II), sympathize w/ 'Pockistan,' gays hurting morale. Thanks King!",other
2176,"'Scandal' sex scene airs on ABC right after 'It's the Great Pumpkin, Charlie Brown,' making parents angry http://t.co/vltSpK8U4S",other
2179,(U-turns on yellow) &#161;NO ACEPTAR ESTE LUZ ROJO! (&#9835; Lights taking too long make me bilingual &#9835;),other
2180,(con't) Also provide colored stickers to place on the nametags so that members can indicate their preferred pronouns.,other
2182,(via @jacklayton) Charlie Angus is sending &#8220;Made in China&#8221; Canadian flag pins back to Conservatives &#8211; http://tinyurl.com/dmt397,other
2188,*Searches my yellow pages app for the nearest Jack In The Box*,other
2191,*after BO1 RT @TheGodWriter_: @iDocLyfe Bruh lol I retired after mw2 because everything was trash afterwards.,other
2193,"*chops* RT @Tweets2Sweet *does bird call, flaps hands*",other
2194,"*goes to olive garden*
*Turns into a cracker*
""@gIacier: *goes black friday shopping*

*turns into a nigger*""",hate speech
2202,*rubs hands like bird man,other
2204,"*squak squak squak squak*
Me: bird shut up!!!
*squak*
Alex: that was an act of defiance 
@Alextalksback",other
2205,*waits for Fanduel to hit me with the jig*,other
2208,",@KiroGx me gusta ""typing like a retard to make the other person look dumber by pretending to agree with them"" bazinga",hate speech
2210,------&gt;RT @Maxin_Betha @HumbltonBanks ankle socks in general are for the faggots bro,hate speech
2212,"-Can I help you?
-Maybe. You gotta card for &#8220;Sorry that tranny died in your motel room; now your wife knows. Here&#8217;s an Applebees gift card&#8221;?",other
2219,...aaaaaaaaand it begins. RT @RileydaKafka: Fucking niggers that's all Kentucky is and ever will be,hate speech
2223,"...you're white, aren't you? *rolls eyes* RT @DidntDoNuffin: @DreaaaLove RIP to my NIGGA Trayvon, a worthless spear chucker",hate speech
2224,".@AlyssSmithh @KeveeeD Yes indeed! Camels, ostriches and zebras! Sept. 5-7 http://t.co/X3Oapfm3e8 #VCCamelRaces",other
2225,.@AussieGrit loves Austin: http://t.co/HTtbU4OmZy Webber such a boon for @FIAWEC. #6HCOTA,other
2227,.@CoryBooker is running around town delivering food to people. If he takes out the trash too he is the perfect boyfriend.,other
2228,".@HoppyKercheval Could you just play 2 minutes of the Charlie Brown ""wah wah wah"" adult sound effect instead?",other
2229,.@RashaanSalaami doesn&#8217;t it always feel like we go into the season with offensive concepts that we inevitably trash and then we get good?,other
2231,".@Straatvogels [street birds]: Homeless People Twittering in Amsterdam http://t.co/WruoCdVkJt via @HuffPostImpact
&#8853;http://t.co/DJgs6rGdfV",other
2233,.@agie_sweet36 @VedanteBreh12 @TravelNevada Try visiting @thewashoeclub at night for a real spook!,other
2234,".@dawnbazely Thank you, Dawn. I see our state bird graces your avatar...",other
2235,.@everSoTweetly4u Klain's real (sole) job is to dampen down the mushrooming bad PR and political fallout heading into Nov election.,other
2236,.@harmonica_b could be wearing a trash bag and she'd still be the stylish and coolest human I know,other
2237,.@nathirhussein Al Qaeda's market share is dropping faster than Viacom &amp; Enron in the Jihadi stock market,other
2247,"1) RT @naeluckyass: @ILoveBigTracy @Therealalonig no I'm not crossed eyed, I'm albino. Can't control that",other
2250,1-100000 You are a semi-evolved monkey that is desperately searching for validation and meaning in life. BBQd you'd be ok with mango salsa.,other
2251,1-800-slap-a-hoe,other
2253,"10 RT @ParadoxicalMike 1.5 RT @iDavey On average, 2. But I can be an 8 when need be. ""@SinsOfMyFather_ On a scale of 1-10 how ghetto are u?""",other
2259,12 oz arizona's trash,other
2262,1300 for the eggs sunny side nicca .. @EastsideDame,other
2267,1996 and 1999 World Series Rematch: #Yankees #Braves,other
2268,1X - The yellow tower by Gilbert Claes http://t.co/qc5IF6G4fG,other
2271,2 #iubb games when im in #bloomington #btown how good is that?! #ncaa #basketball #college #Indiana #iu #hoosiers,other
2272,2 adult human skulls found in trash http://t.co/VcsNP9ejV9,other
2274,2 beer queer,hate speech
2276,2 hoes 1 dyke,hate speech
2284,22 talented drivers RT @garrisonstudio: I am really glad there haven't been any yellows. But why haven't there been any yellows??,other
2294,30 mins for @natezoo919 n @greco_joel to pick out a trash can @ meijer....now do u guys understand why I took 3 shots before this trip,other
2299,"4 old hoes, a ponk, and a dyke outchea having ""girl talk""",hate speech
2301,"4&#8419;2&#8419;0&#8419;

moke up",other
2306,"5 bags of chips, 3 Rice Krispies, 3 seeds, 3 gummies, a pop tart, some crackers, 3 powerades, and a water yuhhh I'm good lol",other
2307,5000 white men in pick up trucks screaming nigger and my coach got the nerve to get mad I missed the free throw &#128514;&#128514;&#128514;,hate speech
2308,5:40 A.M. and still awake! YAY!!! Time to chug coffee and red bull for the foreseeable future and hopefully not pass out behind the wheel!!!,other
2309,5SOS is trash,other
2310,"5am: Whizzing crackers! My cats got into the @Ritzcrackers &amp; are now playing 'hockey' with them. Lol.
#crazycats http://t.co/A5ZBVDXapx",other
2320,"8/16/14 MO @GovJayNixon let &#8220;kill some crackers, kill their babies"" New Black Panthers hijack his #Ferguson presser http://t.co/z2Wko9Ripz",hate speech
2321,85 species of birds reported in Chesterfield for the Great Backyard Bird Count. How many in your area? http://t.co/DTLlzlXmPF,other
2322,85 species of birds reported in Chesterfield for the Great Backyard Bird Count. How many in your area? http://t.co/VIWMjjJxOT,other
2325,"93 feature car

1 of 1503 yellow and black feature car. buck tag is on the radiator support. 67,3xx miles,... http://t.co/1nkNfZqBo9",other
2328,99 percent of the trash we dump in the sea is missing. This is not a good thing &#8594; http://t.co/CwC2LWCV3T http://t.co/Y0kt02HLm1,other
2331,":) ""@PeterDavidsonII: At some point, we need to discuss how delicious the vegan brownie from @busboysandpoets on u St. tastes!""",other
2339,@05235fd083ad408 hick yes,other
2341,"@05proFESSOR Charlie Sheen could coach better than Crusty Dusty. Yeah they hired Bryan Price, the pitching coach",other
2342,@05proFESSOR I bet he's a Starbucks queer,hate speech
2346,@0xabad1dea Hard to QA? Time is also a pain to mock out in unit tests...,other
2351,"@1Corinthians126 #BlessJesus Yes,#Felt..and touched the soles of the humanity with stains and impressions that only leaves its reflections.",other
2352,@1Corinthians126 #BooksOfGodWidom Proverbs 1:26 I also will laugh at your calamity; I will mock when your fear cometh;,other
2353,@1Corinthians126 #HolySpirit God still share HIS #Secrets Amos 3:7 blessings #Jesus,other
2354,@1Corinthians126 #Jesus Genesis 2:19 Out of the ground the LORD God formed every beast of the field and every #bird of the sky #Initiating,other
2359,@1Oyster1 maybe not but you crow about obama and democrats so you are a mawbar....Might as well be a Republican.,other
2360,"@1SonofYahweh &amp; what we do with our foolish proud selves? Roll our eyes, pretend that we dont see, mock or laff at them, arrogant attitudes",other
2369,@1usagrunt. I wonder what Charlie Brown would have to say about these days.,other
2370,@2014samanthaKay good enough fag,hate speech
2374,@2ANow She looks like a plastic monkey doll!,other
2380,@37738921 reminds me of Oreos lmao,other
2392,@ABC its time. amend 14th amendment it was written to protect newly freed ex slaves. Its lived its purpose. time to end anchor baby loophole,other
2393,@AB_crispyy_andy I laugh Oreos and lady gaga on a Sunday day,other
2394,@ACMobbDeep @madsbennett yeah I run over squirrels and coons,other
2396,@AGreasyMonkey @Huntermoore faggot,hate speech
2398,@AJ0427 Just watched the Llewyn Davis doc. Warm fuzzies abound &#9786;&#65039;,other
2405,@ASourAppleTree Have heard hillbilly grousings that bugs much worse in the KV since MIC shut down.,other
2407,@A_Little_Wicked that's not ghetto. That's sweet and a movie quote. Try again,other
2411,@Abels_Masochist you're not ghetto tho. You can live in the hood and not be ghetto #facts,other
2421,@ActaBunniFooFoo I like my gross yellow heat lamps. Why?,other
2423,@AdamBaldwin @ChicoDelainky clams to be a comedy writer. #untrue,other
2426,@AdamSchein @TheMayorMatt I may have just cried a tad #illmissu shiner,other
2429,@Adrian1_knowsu &#9757;&#65039;no ghetto names &#128581;,other
2434,"@AjKFAN Big congrats to all! I expect him to be blogging on rube chat in a few days! Now get some sleep, you will need it!",other
2448,"@AlexAllTimeLow @JackAllTimeLow Please stay safe you guys! I love you so much, I hoe to one day meet you guys! happy Halloween :)",other
2457,@AlfieHeydrich but I live in the South. Lot more here. My pop lives in Rhode Island. Hardly no niggers there.,hate speech
2458,"@Alicia112794 So basically you like the background music, fag.",hate speech
2465,"@AllieLexiLove I like them dark, light, Carmel, white, red, tan, yellow, blue, purple, green. It doesnt matter what color they are",other
2466,@Alludra_AIE just remember to keep the skirt dark colored. It camouflages all that pan dimensional gore,other
2477,@AmazinMixBeauti don't feel like reading right now I wanna give a sexy coolie girl some lyrics via text message ;-),other
2478,@AmazinMixBeauti why? You wanna gimme a baby? You look coolie....it might could work lol,other
2479,@AmeezysAngels96 I'm the trash,other
2482,@AmericanWhiteHM I hate that nigger.,hate speech
2483,"@AmericanWhiteHM Those niggers disgust me. They should have dealt with 100 years ago, we wouldn't be having these problems now.",hate speech
2488,@AmosPOrr Congrats Amos! :),other
2489,@AnUglyNigga this is retarded,hate speech
2491,@AndreBerto can't wait for more PEDS is that it? Roid munching faggot,hate speech
2495,@AndrewJBurns1 @Tommy_Russell_ homo ass crackers,hate speech
2497,"@AndrewTaran That's a nice color combo too, love the blue and yellow.",other
2499,@Andyheybro the distant chugs at the end of Dried Up... remain to be some of the most perfectly heavy guitars ever recorded.,other
2503,"@AngryWillHelms Genius, the politically correct term would be ""intellectually disabled."" It's highly offensive to use the word retarded.",other
2504,@AnimeKing420 fight me 1 on 1 ur choice of game faggot see what happens,hate speech
2507,@Anony386 @TurnToLive @Tweenki_ they are wrong you are a nigger always causung mischief among ur own people,hate speech
2508,@Anotherpotheadd lucky monkey,other
2510,"@AnthonyCumia 
You be totally correct Anthony. Can&#8217;t be livin round dem colored folk. Day be bringin down da hood and dem propery value",hate speech
2511,"@AnthonyCumia @cokelogic 
Hey Antony you speaks colored good",other
2512,"@AnthonyCumia Enjoy it,I'm happy for you,but I hate the Yankees,and yes the Sox did choke",other
2516,"@AntonioFrench The ""You&#8217;re going 2have 2 KILL crackers &amp; their babies&#8221; New Black Panthers #CredibilityShot #FergusonRiot #Justice4MikeBrown",hate speech
2517,@Ants_SNEweather Well you got to see pom-pom Pete,other
2523,@Arbogucci guys not supposed to get their ass sucked queer,hate speech
2524,@ArcticFox2016 everybody mocks Obama .Hes an embarrassment to the USA.,other
2539,"@Aryanliving Welcome to the movement. Anyone who gets even minor publicity is a queer, fed, or jew (well, according to the internet).",hate speech
2543,@AstrosCounty Jeff Luhnow is to blame for the Astros not blowing out the Red Sox and Yankees -HC,other
2546,@AtBlackface @MrMooncricket @UncleUnco @BobbyBotsods @FuckTheMallcops @RacistNegro69 ape? Fuck u broke ass racist,hate speech
2549,@Auroramwj @marylmcaffry @BBAnimals It's a mutation. Genealogy is convoluted. Basically the zebra gene currieries are slaughtered=Extinction,other
2550,@AustinBurge44 either way both schools are trash &#128521;,other
2552,@AustinG1135 I do not like talking to you faggot and I did but in a nicely way fag,hate speech
2553,"@AustinG1135 answer my snapchat faggot 
#butthurt",hate speech
2557,@AustinthaIntern Johnny football is trash man. Trash. Lol.,other
2558,@AutyAut_ I miss you!!! *Eating as we speak* I miss you red bone and that cooking &#128553;&#128553;&#128553;&#128525;&#128525;&#128525;&#128542;!!,other
2570,@AyeFuckWoody @coryburgess87 do i literally eat asshole for a living? is that what i actually do faggot? You seem a little confused..,hate speech
2575,"@BGALLY17 so ur faggot teammate @BrandonPrust8 hits someone late like that and U say he's yapping and yelling, u guys def 69 in the room",hate speech
2583,@BNightengale @FeinsandNYDN Time for Ranger scouts to head out and watch some Yankee prospects. #rangers,other
2593,@BaconParadox for two year old Oreos?-_-,other
2604,@BarackObama @MarchForInnov send them damn beaners back where they belong n the US aint it,hate speech
2606,@BarackObama Biden was a winner last night? Yea right like Charlie Sheen Really was a a winner too.... #winning lol,other
2608,"@BarackObama l voted and supported u and u pulled the rug out from under us, a nation and worse, cuz were not in ""your circle"" were trash.",other
2612,@Barbod6FCB @_cblaze @ODDBEAST cracker jack shut the fuck up,hate speech
2621,@BasketballPics whoever made this twitter doesnt like the Lakers... they r making a comeback but this accnt still continues to trash talk em,other
2625,@BeattyJustin @KYOppCoalition I am one proud hillbilly.,other
2628,"@BeavisCumia @jimmysdong
Dat cat gonna scratch all up on dat colored boy and he gonna end up in da chow mein",other
2629,"@BeeKayNS alas, I am proficient in neither. my skills are limited to pointless stat memorization + trash talk.",other
2641,@BettinaVLA @9975Ts @SenWarren She's just another straight-up conscienceless liar. Soulless criminal trash.,other
2642,@BeyondTomcat you'd like that wouldn't you fag,hate speech
2644,@Bidenshairplugs He looks like a fag and his time line is boring Zzzzzz,hate speech
2645,@BigCatCooke deserved victory! #Elite8 awaits your #Orange army. #Sweet16 was no disgrace #collegehoops ill be back next time #hoosiers,other
2653,@Big_Jim777 happy birthday you dirty little bird &#128520; tear it up &#127867;&#127881;&#127880;,other
2658,@BillPeriman Or as I like to put it 'looking through race colored glasses' @Kel_Antoinette8,other
2661,@BillionaireCrow @Neelahrelates your what's wrong with the white race you fuckin coon slaying piece of poop please die alone,hate speech
2663,@Billythathird @matt_sliwinski copy my tweet again you ginzo,other
2671,"@Bitterchick 
Dare be only one bag dat folks be suckin on what I comes to yo partayyyy! All da ofay be wantin to ride in my eldorato",other
2678,@BlackManUSA @chrislhayes well that's some cracker jack secret service work there. jfk anyone?,other
2679,@BlackManUSA @texasdivepro Historical point: cracker was a term for the Irish settling in the woods of the mid-Atlantic. Hardly offensive.,other
2686,@Blackman38Tide bandana Orian. They called me trailer trash for wearing my lil country getup &#128545;,other
2687,@Blackman38Tide lmfao go to bed whitey &#128129;,hate speech
2688,@BlakeAnderson21 @jo_clark6 chicken fried steak it is boys mash potatoes gravy green beans corn an ice cream an brownies for after,other
2690,@BlakeAnderson21 thanks Hun! Haha,other
2697,@BloggerBoxing @rianscalia pass the Fosters faggot,hate speech
2698,@BloggerBoxing yea....what did it do for Maidana? It made him a greedy faggot loser. Atleast Broner is black...,hate speech
2701,"@Boazziz He promised to stand with the muzzies, so...",other
2709,@BolandDrummer I have never once in my life been to a 'coffee shop' like Starbucks. I am a hick though.,other
2711,@Bombfantasyyy pearl jam: yellow Ledbetter&gt;,other
2712,@BoneSaw00 There's a reason why the Yankees don't want Anderson any longer.,other
2713,@Boner4Tuna @TCC_Grouchy @Mrs__Met @Vortmax29 @LLMajer @dmb1031 @APLMom @Frogtox @KishkaAndPipiks I've had shots go off where yellow smoke,other
2715,@Boobah_ they trash,other
2716,@BookoutBj That's ghetto for super duper! It's the current generations best complement.,other
2719,@BossAce555 @Sounds_good_bro @BloggerBoxing yea u stupid faggot. I'm not leaving till like 5-6pm. Want a ride?,hate speech
2720,@BossMelle never followed him ignorant monkey,hate speech
2731,@BraxCity29 @maria_obregon_g @sophia_freeman1 3/4 of a citizen. I said it for you maria you spic,hate speech
2733,@BreeOlson @Gingerbeard66 your a nasty nigger whore,hate speech
2736,"@Brelston I realized it's the one on Link's Awakening too, so you killed two birds with one stone. Unless you're getting the Wind Fish too.",other
2737,@BrenJJGMom @hweldon Well...how about those Yankees this year? What a run. #wtfiswrongwithnebraska,other
2742,@Brenddan_ they said some bullshit. Damn niggers,hate speech
2743,@Brenddan_ wow!!! Are you comin back up here? &#128514;&#128514;&#128514;&#128514; they some bitch niggas,hate speech
2747,@Briana_Rashae I'd like to rape the bitch that posted that.,hate speech
2749,@BriannaLovesA my trick is I wait for the bird to get close to the pipe and then tap the screen! So you never hit your head.,other
2750,"@Briccone79 @pvvrivierenland ja moest van plisie niet meteen wild gaan denken.Juistja,willen wel meer mensen mij vertellen hoe k moet denken",other
2751,"@Brice2254 Fuck you, faggot.",hate speech
2755,@Brizgotti These new nigga hipster hypebeasts love all these faggot ass bright colors and Nike keeps giving them what they want smh,hate speech
2762,"@BryanStars ATL, BVB, SWS, PTV, THE RELAPSE SYMPHONY, SET IT OFF, FAREWELL, MY LOVE, MAYDAY PARADE, FOB, PARAMORE, etc",other
2763,@Buckm00se @Cuauhtli02 we gunna laff at Chava/Rubio beaner supporters in a min,other
2765,@Buckm00se @LEXXX_RUGER @ivanrabago_ the kikes want to charge you &#128175; dollaz for the complete version http://t.co/ZJDLwiAjEo,other
2766,@Buckm00se @letsargueboxing sand nigger ran over some Kidd,hate speech
2767,@Buckm00se I don't like the sand nigger but it's entertaining like 6 knockdowns,hate speech
2768,@Buckm00se Joe Cortez is the ultimate faggot that fight proved it,hate speech
2770,@Buckm00se all us beaners were pissed like robert when the jew ref stopped it,hate speech
2772,@Buckm00se true sand niggers &amp; bum Brits claim he's a ATG hall of fame legend smh,hate speech
2775,@Buster_ESPN Huh.....last 10 games..Tampa 8-2/Balt 7-3/Yanks 6-4...and they lost their best pitcher. Please explain your logic.,other
2776,@Buster_ESPN Sounds like they are holding back info.......Yankee shill,other
2778,@Bywatergal @Yankees @EmpireStateBldg That game winning hit in Thursday capped a great career. The guy is a 1st ballot HOF. Or else.,other
2780,@CAntista @Brelston @hEnereyG Eating a roasted potato and smiling till my cheeks are sore; the crow SFX in this Cape Crisis are super-great,other
2782,@CBSThisMorning @NorahODonnell tx trash you know trouble w ACA is in GOP gov states but like @60 @LaraLogan_News you report lies anyway,other
2783,@CBSThisMorning @charlierose @NorahODonnell tx trash your show was a disgrace this AM engaging w @MittRomney disrespecting the President,other
2784,@CBSThisMorning @charlierose racist @NorahODonnell tx trash enjoy your high along with gop win a substitute for racist @MittRomney loss!,other
2785,@CBSThisMorning @charlierose racist @NorahODonnell tx trash racist why wld u intvw @MittRomney n ask racist questions itwas so disrespectful,hate speech
2787,@CCobey @tess_stepakoff there isn't a green one either. There's red and yellow in that pic...,other
2790,"@CHARLESBARRKLEY hey Sir house nigger, uncle tom aren't you from grand ole Mississippi, I rest my case!",hate speech
2821,"@CallNeeshCakey no , a pop wop &#128514;",other
2822,@CallNeeshCakey pop wop and drop it tho,other
2825,@CallNeeshCakey we in this bitch finna get crunk eyebrows on double PAPP &#128165;&#128165;,other
2827,@Campos_uli is a fag #hesgay,hate speech
2829,@CapitolEVAN That's where I saw the leprechaun. He told me to burn things.,other
2848,@CarelessOne92 you styl gotta get dem tweets off my nig,hate speech
2850,"@CarlavanderWaal @Jaymaroley &amp; als je over Syrie tweet, volg @Partisangirl maar, zij komt er vandaan &amp; zal je precies uitleggen hoe of wat.",other
2853,@Carxlito PS3 and case is still in the trash can. idgaf anymore,other
2858,@CatholicMomVA @Neal_Dewing that would cripple our military :),other
2867,@Cay_JEN I didn't think you knew of a bird that couldn't be tamed. #cajuncharm,other
2869,"@Ceallaighaine Oh no! Sorry Hun. That sucks. Hope you heal fast. &#128533;
#dancerproblems",other
2876,@Cee_Murda94 no it's yellow fin. It's in edgewater,other
2877,@Cee_Murda94 yellow fin,other
2879,@CellNBuu ewwww her nips are DEF more perfect than that,other
2884,@ChaldeanCutie really? @RileyAintShit @KILLSheredon @CHILDISHCUDl are my nudes trash?,other
2885,@ChaleCarlo5 fuck outta here and go put some more trash ass ink on your faggot ass self pussy,hate speech
2886,@ChaleCarlo5 stay talking defending your fuckboy ass boyfriend or what? go suck him off while youre at it faggot,hate speech
2887,@Chancellor_IV naw Bryan said it was trash hotel so we're staying somewhere else,other
2888,@ChandailBailey @SteeZeyFLOW @HunturPls you need to accept the fact that you're both hipster faggots.,hate speech
2891,"@CharleeRedz13 your gay stfu, dumb monkey",hate speech
2892,"@CharlesBWaffle oh i am.. She cool though, might off her a brownie lol",other
2894,@Charlie4927 @StacyDmomof5 @RevkahJC @cantUCIMblonde @Kacado @PattiSM74 Hi Charlie,other
2895,"@Charlie4927 Hi Charlie, have a great day",other
2896,"@CharlieDaniels Come on Charlie! 
OUR GOVERNMENT WAS JUST TRYING TO PROTECT THE DESERT TORTOISE! 
Atleast, that's what Barack Obama Says...",other
2899,@ChaseBasford chase you God damn faggot &#128514;&#128557;&#128514;&#128557;,hate speech
2901,@CheCha__ be gone my nigguh,hate speech
2902,@CheckMyLingo_ @Kingpin_Terror ima get this so every time I throw trash away its where it really belongs http://t.co/DRGBekvzun,other
2903,"@Cheesus85 @greyyygoose faaaaggggottttt, speaking with the blonde hair and confused, you're a hypocrite, cuz you're a faggot",hate speech
2908,@ChickenColeman if McCoy wasn't trash that's a TD,other
2911,@Chink_19 chink thats better then having the rug rats running around yah crib girl enjoy life lol,other
2912,@Chink_19 shut up chink.!!!,hate speech
2920,"@ChrisSFMori 
gun sales have skyrocketed. Gun crime has fallen sharply.
Any claim to the contrary is using fuzzy math.",other
2921,@ChrisTrondsen @IM5band #askim5 would you rather drink squirrel pee or Johnny Depp's wig in Charlie and the Chocolate Factory?,other
2922,"@Chris_Anzueto @Josh_Mackey15 you call someone a faggot and then say to kill themselves, you are a pathetic human being. A fucking disgrace.",hate speech
2923,@Christian_ESEM you don't know what your talking about retarded faggot,hate speech
2932,"@Claudialena8 she wasn't saying she did, but yes me and Kannon have both been in the ghetto and know what it's like so u look dumb.",other
2936,@ClicquotSuave the new nip dropped today rii?,other
2938,"@Cody_smith64 true! I miss yall man, yall are my brothers. Is mikey starting? And what about the chink? Lmfao",hate speech
2939,@CogitoErgoBibo Penske runs the 22 in NASCAR. It's yellow. There's a sponsor already there. #WouldMakeALottaSense,other
2940,"@CokaMoschiach_ his defense is trash, and he's been rocked by Jesus Soto Karass, and Diego Chaves.",other
2942,@ColeMcDowell2 Waco is ghetto hahaha. Wait til we go pick up nat in Austin tomorrow,other
2958,@ComplexMag I didn't know #whitetears were blue and yellow! #lessonoftheday,other
2960,@ConanOBrien dat is one ugly animal but da monkey is adorable.,other
2973,@CrackerJhak Because you're a fag,hate speech
2977,@Crewz76 I miss Tupac rap offs hillbilly,other
2979,@CruzanChoklate look at you with yellow fever.,other
2983,@CsSalazar15 wetback &#128513;&#128514;&#128514;&#128514;&#128514;&#128557;,hate speech
2997,@DHSJournal I run CP in our community. Local cops treat ppl like trash for that. I hate it. Makes ppl think its a waste,other
2998,@DIRECTV why are you showing Yankees game in arizona when you promo Washington huskies game? I bet @dish would want my business,other
3016,@DaRealAlexInLA @Buckm00se he wasn't training gook boy doe,other
3018,"@DaRealAlexInLA @Woody_AFC @Rodriguez5_ the nig is fun to watch got to admit, ebola boy can speak broken Spanish too lol",hate speech
3024,@DamianHuffaker you're from a trash can,other
3029,@DanWolken It's idiotic opinions like this that make polls less than trash. Polls weren't a problem when people with integrity were voting.,other
3030,@DangItsTiff you look like fucking shrek bitch,hate speech
3034,@DanielSizelove @Conrad_MLG get on cunt,hate speech
3037,@DannyMndz93 @Titan21Mtzzz he's still a pogue though,other
3038,"@Danny_Cavanagh....available online soon? I didn't have enough to get it after my Anathema merch. It's a cracker, I need it. Can u.....",other
3040,@DarienDaywalt bitch shut the fuck up goddam your a slut bitch whore nigga,hate speech
3041,@Darienbaby_xoxo jk I'd fuck a dog before I fuck you fish pussy,hate speech
3044,@Darknight420 It's showing Fairy blocked me @hajihuntingpat @PaulSmitheringa @JoeDouglas1 @JewJitsuGrl @blackorchidm16 @taxman206,other
3045,"@DarthMaverick7 @Xcntrik @religulous @chrispyosh Rather than believe that there was a man who was the very definition of good, u mock it.",other
3048,@DatBoyRayT because if you support lesbians you have to support faggots there's no difference.,hate speech
3054,@Dave_the_wavee the giants are trash...their time is over.,other
3057,@DavetheBrave1 that hoe on some other shit bro rt and 100x better rn that a nigga high,hate speech
3058,"@David_H_Esq Well, ""dirty bird"" could be just a middle finger, since it's the phallic ""giving the bird"". Not necessarily a wobble-wibbler.",other
3062,@DeArionBASEDGOD Kendrick is not better than papoose or drake,other
3064,@DeJLoaf mixtape sell sole got some bangers!,other
3067,@Decimate_IX Can't even spell right. You have the brain of an ape,other
3077,@DeezNutsDoe I'd hate feeling like a faggot too punk ass hoe,hate speech
3078,@DeezNutsDoe how about you wash my butthole out with your tongue you little faggot,hate speech
3081,"@DefendWallSt Whatever! Fuck all those assholes. They're niggers, they all look alike to me.",hate speech
3082,"@DefendWallSt those little #ISIS faggots usually have bags over their heads anyway. 
Makes bullet placement interesting thru a scope.",hate speech
3087,"@DerekIsNormal RT @crappyfactsare McRib buns contain a chemical ""azodicarbonamide"" which is also used to make yoga mats &amp; soles of shoes",other
3088,@Derek_Kirchner7 @tori_mills02 fags&#128567;&#128567;,hate speech
3090,"@DestroTheNoble @nekolin purple &amp; pink....for the faggots who want to be protected...by the police, instead of BEARING ARMS if need be!",hate speech
3094,@DevilFzyq @DevilElyie @TehDevilClan shut up fag,hate speech
3095,@DevilGrimz ironic that he's a trashcan because he holds trash everytime you two cuddle! Burn.,other
3100,@Dietrich1892 I'll show up and chug a beer or 8,other
3109,"@DinoLich Don't yell at me, I love both of the evolutionary lines. @ClaudiaVice despises the trash buddies.",other
3114,"@DivaMonRoe2uHoE @CheefPolo hoe hoe hoe, merry Christmas",other
3118,"@DizzyBala God awful, and that dude is Dorian / eggplant black.",other
3121,@DjChubbESwagg this like a retarded wu-tang clan,hate speech
3124,@DoeMostDope @mattrbennett209 @JohnnieGoings ha booner has that twitter @boone_boone5356 ha,other
3125,@DolanGang beans u beaner?,hate speech
3126,@DolanGang you wouldn't know fag,hate speech
3127,"@DolfyAdolf 
Y'all gots betta machinery fo dat. Hanger be ghetto",other
3130,@DonLemonCNN @DanaBashCNN u both sorry to give racist @SenTedCruz a platform w his trash language Dana ur intvw was below kindergarten level,other
3131,"@DonnerKay @surlyrevenant An enraged 6'4"" 290 lb Mike Brown lethal weapon on legs.His hatred 4 the police &amp; whitey added fuel 2 his arsenal",hate speech
3151,@Drfreezeburnn @DaithiDeNogla I just learned how many retards you can find when you search trending topics.,hate speech
3152,@Drfreezeburnn That's not bias. It's an objective fact that Philly fans are cunts.,hate speech
3156,@Dswizzle3 @Dswizzle boy u look like big bird off of sesame street,other
3167,@DylanKwinnn should be going to free birds anyways,other
3168,"@EASPORTSFIFA next update, would be AMAZIN if two celebrations were added. 1: Shirt off ( we'll take the yellow) and 2: The RKO",other
3177,@EakaErick I wouldn't share a wave with those trash cans,other
3187,@Ehh_DontTouchMe @kourtj3000 @bria_leeandrea thats ghetto..,other
3189,"@El_Grillo1 Off to the east of your current location, on an east-facing slope (dry side of a dry place).",other
3191,@EleyCome_EleyGo @caykelly16 movies don't matter as long as you do coon shit with coons you're a nigga!,hate speech
3199,@EmmaLouisaSuttl @timmyn90 Anyone bring in a monkey.,other
3200,@EmmaLouisaSuttl Hit the clam chowder.Thanks for the wishes and the card,other
3204,"@EnglishBrit123 sounds like a good idea. But I want my word to be spread. Jews, niggers and commies alike.",hate speech
3205,@EntMagazine @magisto @digitalskeptic we have a project that could lead into a military program but requires a full op mock up for testing,other
3206,@EricBaetsle your a greaser,other
3214,@ErinTaylor14 @BRios82 you both sure do You want to give a free pass to every border jumper in this country you two are what's wrong here,hate speech
3216,@EvanBecker513 @_TriggaPlease_ @MorbidMermaid @zooyorkinit @_ShayisdaBOMB_ @Rainbowblake because she's a nigger,hate speech
3219,@EvanDMyers @nineinchessoft you have a redneck attitude. The same people that think Benghazzi is real think Fox fake nws is real. Your one,hate speech
3220,@Evan_P_Grant I can only hope Charlie Strong. #UTcoach,other
3223,@EverybodyHatesV I read a black man tweet hot sauce is trash &amp; watermelon is overrated. I can't deal,other
3225,@EvetteColeman lol true I just want fried Oreos,other
3226,@ExurbanKevin birds of a feather flock together? @SubBeck,other
3227,"@EyeOnPolitics @chrisloesch As long as its not one of those ""special brownies"" right?",other
3231,@FIFAcom Pepe because his defending was outstanding! His tackles were accurate nd he did hos job perfectly in both legs!,other
3234,@FaZeDAVlS @SoaR_Wvyy @SoaR_Haze @FaZeOutcsT this is gobbledy gook to me because i dont have the game,other
3239,@Fabulousjonna_ I need some red green &amp; yellow pants &amp; helly shirts express,other
